Full Name,Birth Date (YYYY-MM-DD),Birth City,Birth State/Province (if applicable),Birth Country,Primary Profession,Primary Research Area,Major Contribution
Chimamanda Beckett 147,1966-01-03,New York City,New York,United States,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
C.S. Moore 148,1938-11-06,Buenos Aires,,Argentina,Comic Book Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
Arthur Murakami 149,1904-05-03,Vancouver,British Columbia,Canada,Novelist & Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Arthur R.R. Martin 150,1928-03-26,Berlin,,Germany,Fantasy & Adventure Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Simone Huxley 151,1924-03-16,Moscow,,Russia,Screenplay Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
J.R.R. Christie 152,1963-06-23,Moscow,,Russia,Dramatic Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
Maya Borges 153,1922-01-28,London,,United Kingdom,Poetry Laureate,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Frank Bradbury 154,1918-07-18,San Francisco,California,United States,Comic Book Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Agatha Garcia Marquez 155,1948-06-04,Buenos Aires,,Argentina,Poet & Literary Critic,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
David Asimov 156,1905-02-07,Chicago,Illinois,United States,Graphic Novelist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
George Dahl 157,1939-04-02,Edinburgh,,United Kingdom,Comic Book Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Gabriel Lewis 158,1914-01-16,Mumbai,Maharashtra,India,Screenplay Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Arthur Tolkien 159,1933-04-23,Vienna,,Austria,Screenplay Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Albert Sedaris 160,1930-01-18,Santiago,,Chile,Novelist & Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
David Murakami 161,1979-02-28,Mumbai,Maharashtra,India,Comic Book Writer,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Maya O'Neill 162,1913-11-12,Toronto,Ontario,Canada,Screenwriter & Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
George Tolkien 163,1958-03-09,Boston,Massachusetts,United States,Non-Fiction & Essayist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Chimamanda Smith 164,1929-06-24,Edinburgh,,United Kingdom,Science Fiction Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Zadie Christie 165,1915-01-15,Buenos Aires,,Argentina,Novelist & Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Revolutionizing Graphic Novels and Mature Comic Book Storytelling
George Tolkien 166,1901-04-06,Prague,,Czech Republic,Comic Book Writer,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Stephen Herbert 167,1964-12-17,Chicago,Illinois,United States,Non-Fiction & Essayist,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Pablo Dahl 168,1927-12-10,Vancouver,British Columbia,Canada,Graphic Novelist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Franz Le Guin 169,1952-11-09,Tokyo,,Japan,Screenplay Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Pablo Le Guin 170,1932-03-27,Vancouver,British Columbia,Canada,Poet & Literary Critic,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Samuel Beckett 171,1962-06-25,Sydney,New South Wales,Australia,Non-Fiction & Essayist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Neil Bradbury 172,1971-07-19,Lagos,,Nigeria,Fantasy & Adventure Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Harold Tolkien 173,1945-10-12,San Francisco,California,United States,Novelist & Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Defining Magical Realism in World Literature and Latin American Prose
Eugene Beckett 174,1900-03-20,San Francisco,California,United States,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
Maya Dahl 175,1923-04-04,Toronto,Ontario,Canada,Fantasy & Adventure Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
J.R.R. Asimov 176,1912-05-04,San Francisco,California,United States,Poetry Laureate,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
J.R.R. Stoppard 177,1929-01-03,Lagos,,Nigeria,Fantasy & Adventure Writer,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Kurt Stoppard 178,1987-01-22,Vancouver,British Columbia,Canada,Science Fiction Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
Kurt R.R. Martin 179,1966-11-21,London,,United Kingdom,Comic Book Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Frank Le Guin 180,1929-03-09,Mumbai,Maharashtra,India,Dramatic Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Shaping Speculative Science Fiction and Laws of Robotics
David Clarke 181,1956-03-26,Berlin,,Germany,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Frank Lee 182,1922-03-08,Sydney,New South Wales,Australia,Poetry Laureate,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
J.K. Lewis 183,1923-04-01,Vancouver,British Columbia,Canada,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Pablo Williams 184,1949-02-24,Vienna,,Austria,Dramatic Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Arthur Pinter 185,1941-01-16,Sydney,New South Wales,Australia,Comic Book Writer,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Arthur Garcia Lorca 186,1956-12-14,Santiago,,Chile,Graphic Novelist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
C.S. King 187,1909-08-13,Berlin,,Germany,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Maya Kafka 188,1917-06-16,Edinburgh,,United Kingdom,Graphic Novelist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Agatha Le Guin 189,1922-02-04,Dublin,,Ireland,Poetry Laureate,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Advancing Modernist Narrative Techniques and Psychological Realism
George Gaiman 190,1976-08-01,Paris,,France,Dramatic Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
Albert Foster Wallace 191,1954-11-26,Vienna,,Austria,Screenwriter & Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Kurt Moore 192,1926-12-05,Buenos Aires,,Argentina,Science Fiction Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Defining Magical Realism in World Literature and Latin American Prose
Albert Angelou 193,1921-05-18,Boston,Massachusetts,United States,Poetry Laureate,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
J.K. Stoppard 194,1925-07-22,Tokyo,,Japan,Screenwriter & Playwright,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
J.R.R. Camus 195,1971-10-21,Berlin,,Germany,Non-Fiction & Essayist,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Federico Hemingway 196,1983-10-03,Prague,,Czech Republic,Comic Book Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Tennessee Borges 197,1904-08-09,Chicago,Illinois,United States,Poetry Laureate,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
Agatha Vonnegut 198,1918-05-14,San Francisco,California,United States,Literary Fiction Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Frank Asimov 199,1959-04-19,Berlin,,Germany,Graphic Novelist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
Maya De Beauvoir 200,1917-08-26,Berlin,,Germany,Comic Book Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Defining Magical Realism in World Literature and Latin American Prose
Harold Asimov 201,1959-07-10,Buenos Aires,,Argentina,Poet & Literary Critic,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Toni Borges 202,1908-10-25,Dublin,,Ireland,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
David Garcia Marquez 203,1917-03-02,Sydney,New South Wales,Australia,Literary Fiction Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Eugene Clarke 204,1943-01-23,Berlin,,Germany,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Jorge Sedaris 205,1977-08-23,Chicago,Illinois,United States,Graphic Novelist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
Ray Pinter 206,1919-01-02,Moscow,,Russia,Fantasy & Adventure Writer,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Ernest Garcia Lorca 207,1921-11-10,Moscow,,Russia,Non-Fiction & Essayist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Aldous Le Guin 208,1933-05-02,Toronto,Ontario,Canada,Literary Fiction Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Aldous Williams 209,1946-08-18,Tokyo,,Japan,Screenwriter & Playwright,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Samuel Vonnegut 210,1935-03-24,London,,United Kingdom,Comic Book Writer,Science Fiction Speculative Futures & Philosophical Exploration,Shaping Speculative Science Fiction and Laws of Robotics
Neil Rowling 211,1981-01-08,San Francisco,California,United States,Fantasy & Adventure Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Jorge Dahl 212,1908-10-14,Sydney,New South Wales,Australia,Non-Fiction & Essayist,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Toni Woolf 213,1955-07-09,Chicago,Illinois,United States,Poetry Laureate,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
Virginia Camus 214,1959-02-06,San Francisco,California,United States,Poetry Laureate,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Pablo Neruda 215,1920-01-24,Chicago,Illinois,United States,Comic Book Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Eugene Vonnegut 216,1971-08-07,San Francisco,California,United States,Screenwriter & Playwright,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
C.S. Bradbury 217,1932-06-20,Edinburgh,,United Kingdom,Poetry Laureate,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Albert Angelou 218,1959-08-18,Chicago,Illinois,United States,Literary Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Maya Williams 219,1921-09-20,London,,United Kingdom,Novelist & Author,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Kurt Herbert 220,1952-04-06,Vienna,,Austria,Screenplay Writer,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Stephen Garcia Lorca 221,1965-06-11,Toronto,Ontario,Canada,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Chimamanda R.R. Martin 222,1932-12-04,Santiago,,Chile,Science Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Zadie Christie 223,1924-08-18,Boston,Massachusetts,United States,Screenwriter & Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Kurt Williams 224,1946-12-08,Vancouver,British Columbia,Canada,Screenwriter & Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
J.R.R. Stoppard 225,1949-03-19,Sydney,New South Wales,Australia,Science Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
George Pinter 226,1911-06-10,New York City,New York,United States,Non-Fiction & Essayist,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Stan Foster Wallace 227,1979-04-07,Sydney,New South Wales,Australia,Non-Fiction & Essayist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Eugene Tolkien 228,1970-06-05,Chicago,Illinois,United States,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Tennessee Lewis 229,1936-07-11,Toronto,Ontario,Canada,Graphic Novelist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
J.K. Angelou 230,1917-12-24,Chicago,Illinois,United States,Graphic Novelist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Stan Adichie 231,1986-07-23,Moscow,,Russia,Novelist & Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Gabriel Huxley 232,1979-10-27,Vancouver,British Columbia,Canada,Non-Fiction & Essayist,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
George Dahl 233,1925-09-11,Berlin,,Germany,Graphic Novelist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
Toni Miller 234,1964-12-27,Buenos Aires,,Argentina,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Aldous Murakami 235,1936-04-06,San Francisco,California,United States,Poetry Laureate,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Tom Stoppard 236,1959-12-09,Santiago,,Chile,Science Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
J.K. Borges 237,1946-11-12,Mumbai,Maharashtra,India,Fantasy & Adventure Writer,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Pablo Borges 238,1937-09-08,Vienna,,Austria,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Gabriel Tolkien 239,1976-05-04,San Francisco,California,United States,Screenwriter & Playwright,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
Zadie Angelou 240,1954-01-11,Lagos,,Nigeria,Science Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Harold Le Guin 241,1922-08-22,Prague,,Czech Republic,Fantasy & Adventure Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Toni Sedaris 242,1913-03-17,Buenos Aires,,Argentina,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Stan Hemingway 243,1973-12-02,Moscow,,Russia,Screenwriter & Playwright,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
C.S. Stoppard 244,1904-04-01,Boston,Massachusetts,United States,Poet & Literary Critic,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Frank Garcia Marquez 245,1962-11-16,New York City,New York,United States,Graphic Novelist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Jorge Lewis 246,1977-04-17,Sydney,New South Wales,Australia,Comic Book Writer,Science Fiction Speculative Futures & Philosophical Exploration,Shaping Speculative Science Fiction and Laws of Robotics
C.S. Lee 247,1964-06-18,Lagos,,Nigeria,Non-Fiction & Essayist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
Haruki Lee 248,1977-01-04,San Francisco,California,United States,Poet & Literary Critic,Magical Realism & Post-Colonial Cultural Identity in Fiction,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Ernest Beckett 249,1905-10-08,San Francisco,California,United States,Poetry Laureate,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Neil Garcia Lorca 250,1956-01-19,Sydney,New South Wales,Australia,Graphic Novelist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Tennessee O'Neill 251,1979-04-03,Berlin,,Germany,Graphic Novelist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Eugene Kafka 252,1983-02-12,Dublin,,Ireland,Poet & Literary Critic,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Chimamanda Gaiman 253,1932-07-11,Lagos,,Nigeria,Dramatic Playwright,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
Federico Christie 254,1957-03-17,Paris,,France,Comic Book Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Ray Stoppard 255,1919-09-02,Prague,,Czech Republic,Novelist & Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Stephen Neruda 256,1949-08-23,Dublin,,Ireland,Dramatic Playwright,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Haruki Morrison 257,1980-12-13,Prague,,Czech Republic,Poet & Literary Critic,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Pablo Beckett 258,1951-09-01,Sydney,New South Wales,Australia,Literary Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Tom Murakami 259,1937-04-17,Dublin,,Ireland,Novelist & Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Albert Hemingway 260,1972-11-14,Buenos Aires,,Argentina,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Defining Magical Realism in World Literature and Latin American Prose
Arthur Murakami 261,1965-01-15,Berlin,,Germany,Fantasy & Adventure Writer,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Haruki Woolf 262,1982-10-20,Vancouver,British Columbia,Canada,Novelist & Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Kurt Tolkien 263,1974-02-07,Buenos Aires,,Argentina,Poet & Literary Critic,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
C.S. Sedaris 264,1936-06-28,Prague,,Czech Republic,Non-Fiction & Essayist,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
Franz Lee 265,1975-03-04,London,,United Kingdom,Science Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Neil Vonnegut 266,1917-08-04,Lagos,,Nigeria,Literary Fiction Author,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
George De Beauvoir 267,1969-11-08,Buenos Aires,,Argentina,Poet & Literary Critic,Science Fiction Speculative Futures & Philosophical Exploration,Shaping Speculative Science Fiction and Laws of Robotics
Kurt Stoppard 268,1962-05-19,Boston,Massachusetts,United States,Graphic Novelist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Defining Magical Realism in World Literature and Latin American Prose
Tennessee Pinter 269,1989-01-16,Lagos,,Nigeria,Screenwriter & Playwright,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Alan Rowling 270,1987-07-15,Edinburgh,,United Kingdom,Screenplay Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Frank Murakami 271,1938-04-10,Vienna,,Austria,Comic Book Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Shaping Speculative Science Fiction and Laws of Robotics
Arthur Moore 272,1962-11-26,Buenos Aires,,Argentina,Poet & Literary Critic,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
David Hemingway 273,1906-02-22,New York City,New York,United States,Science Fiction Author,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Eugene Kafka 274,1912-07-24,San Francisco,California,United States,Fantasy & Adventure Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Shaping Speculative Science Fiction and Laws of Robotics
Roald Vonnegut 275,1939-06-20,San Francisco,California,United States,Science Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Eugene Gaiman 276,1957-05-15,Tokyo,,Japan,Comic Book Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Arthur Camus 277,1900-02-12,New York City,New York,United States,Poet & Literary Critic,Cinematic Screenwriting & Dramatic Three-Act Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Kurt Orwell 278,1914-07-26,Berlin,,Germany,Fantasy & Adventure Writer,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
Zadie Camus 279,1969-06-26,Boston,Massachusetts,United States,Fantasy & Adventure Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Toni Morrison 280,1910-09-03,Paris,,France,Graphic Novelist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Advancing Modernist Narrative Techniques and Psychological Realism
Samuel Sedaris 281,1923-02-12,Santiago,,Chile,Poetry Laureate,Magical Realism & Post-Colonial Cultural Identity in Fiction,Advancing Modernist Narrative Techniques and Psychological Realism
Franz Clarke 282,1966-10-01,Sydney,New South Wales,Australia,Screenwriter & Playwright,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Agatha Murakami 283,1973-04-18,Boston,Massachusetts,United States,Non-Fiction & Essayist,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Roald Vonnegut 284,1919-12-24,Berlin,,Germany,Poetry Laureate,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Simone Asimov 285,1939-07-10,Toronto,Ontario,Canada,Poetry Laureate,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Arthur Neruda 286,1910-10-17,New York City,New York,United States,Fantasy & Adventure Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
Gabriel Angelou 287,1954-04-28,Vancouver,British Columbia,Canada,Graphic Novelist,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Defining Magical Realism in World Literature and Latin American Prose
C.S. Vonnegut 288,1958-08-23,Paris,,France,Fantasy & Adventure Writer,Graphic Novel Literature & Deconstruction of Superhero Archetypes,Defining Magical Realism in World Literature and Latin American Prose
Franz Lewis 289,1947-04-13,Chicago,Illinois,United States,Fantasy & Adventure Writer,Science Fiction Speculative Futures & Philosophical Exploration,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Tom Beckett 290,1927-08-03,Toronto,Ontario,Canada,Science Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Pablo Miller 291,1959-09-08,San Francisco,California,United States,Non-Fiction & Essayist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Virginia Vonnegut 292,1937-06-12,Toronto,Ontario,Canada,Fantasy & Adventure Writer,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
